Plant_genus,Pollinator_genus,Total_interactions,Botanical_garden,Week,Sample
Tussilago,Apis,2,Leipzig,16,1
Tussilago,Bombylius,1,Leipzig,16,1
Tussilago,Osmia,1,Leipzig,16,1
Vinca,Andrena,1,Leipzig,16,1
Vinca,Anthophora,3,Leipzig,16,1
Vinca,Apis,2,Leipzig,16,1
Vinca,Bombylius,3,Leipzig,16,1
Vinca,Osmia,1,Leipzig,16,1
Bellis,Andrena,1,Leipzig,16,2
Bellis,Anthophora,1,Leipzig,16,2
Bellis,Apis,3,Leipzig,16,2
Bergenia,Anthophora,1,Leipzig,16,2
Bergenia,Bombylius,2,Leipzig,16,2
Bergenia,Lasioglossum,1,Leipzig,16,2
Bergenia,Nomada,1,Leipzig,16,2
Corydalis,Andrena,4,Leipzig,16,2
Corydalis,Anthophora,3,Leipzig,16,2
Corydalis,Apis,11,Leipzig,16,2
Corydalis,Bombylius,6,Leipzig,16,2
Corydalis,Lasioglossum,1,Leipzig,16,2
Corydalis,Osmia,2,Leipzig,16,2
Euphorbia,Andrena,1,Leipzig,16,2
Euphorbia,Anthophora,3,Leipzig,16,2
Euphorbia,Apis,10,Leipzig,16,2
Euphorbia,Bombylius,4,Leipzig,16,2
Euphorbia,Calliphora,1,Leipzig,16,2
Euphorbia,Lasioglossum,2,Leipzig,16,2
Euphorbia,Nomada,1,Leipzig,16,2
Euphorbia,Osmia,2,Leipzig,16,2
Helleborus,Anthophora,1,Leipzig,16,2
Iberis,Andrena,1,Leipzig,16,2
Iberis,Anthophora,1,Leipzig,16,2
Iberis,Apis,5,Leipzig,16,2
Iberis,Bombylius,3,Leipzig,16,2
Iberis,Lasioglossum,1,Leipzig,16,2
Lathyrus,Anthophora,2,Leipzig,16,2
Lathyrus,Apis,1,Leipzig,16,2
Lathyrus,Osmia,2,Leipzig,16,2
Muscari,Andrena,2,Leipzig,16,2
Muscari,Anthophora,8,Leipzig,16,2
Muscari,Apis,15,Leipzig,16,2
Muscari,Bombylius,10,Leipzig,16,2
Muscari,Calliphora,1,Leipzig,16,2
Muscari,Lasioglossum,1,Leipzig,16,2
Muscari,Osmia,5,Leipzig,16,2
Primula,Andrena,1,Leipzig,16,2
Primula,Anthophora,11,Leipzig,16,2
Primula,Apis,17,Leipzig,16,2
Primula,Bombylius,12,Leipzig,16,2
Primula,Lasioglossum,1,Leipzig,16,2
Pulsatilla,Andrena,2,Leipzig,16,2
Pulsatilla,Anthophora,1,Leipzig,16,2
Pulsatilla,Apis,4,Leipzig,16,2
Pulsatilla,Bombylius,1,Leipzig,16,2
Pulsatilla,Myopa,1,Leipzig,16,2
Ranunculus,Andrena,1,Leipzig,16,2
Ranunculus,Apis,1,Leipzig,16,2
Ranunculus,Xylocopa,1,Leipzig,16,2
Rhododendron,Anthophora,1,Leipzig,16,2
Rhododendron,Apis,4,Leipzig,16,2
Rhododendron,Bombylius,1,Leipzig,16,2
Taraxacum,Anthophora,1,Leipzig,16,2
Tussilago,Apis,2,Leipzig,16,2
Tussilago,Bombylius,1,Leipzig,16,2
Tussilago,Osmia,1,Leipzig,16,2
Vinca,Andrena,1,Leipzig,16,2
Vinca,Anthophora,3,Leipzig,16,2
Vinca,Apis,2,Leipzig,16,2
Vinca,Bombylius,3,Leipzig,16,2
Vinca,Osmia,1,Leipzig,16,2
Bellis,Andrena,1,Leipzig,16,3
Bellis,Anthophora,1,Leipzig,16,3
Bellis,Apis,3,Leipzig,16,3
Bergenia,Anthophora,1,Leipzig,16,3
Bergenia,Bombylius,2,Leipzig,16,3
Bergenia,Lasioglossum,1,Leipzig,16,3
Bergenia,Nomada,1,Leipzig,16,3
Corydalis,Andrena,4,Leipzig,16,3
Corydalis,Anthophora,3,Leipzig,16,3
Corydalis,Apis,11,Leipzig,16,3
Corydalis,Bombylius,6,Leipzig,16,3
Corydalis,Lasioglossum,1,Leipzig,16,3
Corydalis,Osmia,2,Leipzig,16,3
Euphorbia,Andrena,1,Leipzig,16,3
Euphorbia,Anthophora,3,Leipzig,16,3
Euphorbia,Apis,10,Leipzig,16,3
Euphorbia,Bombylius,4,Leipzig,16,3
Euphorbia,Calliphora,1,Leipzig,16,3
Euphorbia,Lasioglossum,2,Leipzig,16,3
Euphorbia,Nomada,1,Leipzig,16,3
Euphorbia,Osmia,2,Leipzig,16,3
Helleborus,Anthophora,1,Leipzig,16,3
Iberis,Andrena,1,Leipzig,16,3
Iberis,Anthophora,1,Leipzig,16,3
Iberis,Apis,5,Leipzig,16,3
Iberis,Bombylius,3,Leipzig,16,3
Iberis,Lasioglossum,1,Leipzig,16,3
Lathyrus,Anthophora,2,Leipzig,16,3
Lathyrus,Apis,1,Leipzig,16,3
Lathyrus,Osmia,2,Leipzig,16,3
Muscari,Andrena,2,Leipzig,16,3
Muscari,Anthophora,8,Leipzig,16,3
Muscari,Apis,15,Leipzig,16,3
Muscari,Bombylius,10,Leipzig,16,3
Muscari,Calliphora,1,Leipzig,16,3
Muscari,Lasioglossum,1,Leipzig,16,3
Muscari,Osmia,5,Leipzig,16,3
Primula,Andrena,1,Leipzig,16,3
Primula,Anthophora,11,Leipzig,16,3
Primula,Apis,17,Leipzig,16,3
Primula,Bombylius,12,Leipzig,16,3
Primula,Lasioglossum,1,Leipzig,16,3
Pulsatilla,Andrena,2,Leipzig,16,3
Pulsatilla,Anthophora,1,Leipzig,16,3
Pulsatilla,Apis,4,Leipzig,16,3
Pulsatilla,Bombylius,1,Leipzig,16,3
Pulsatilla,Myopa,1,Leipzig,16,3
Ranunculus,Andrena,1,Leipzig,16,3
Ranunculus,Apis,1,Leipzig,16,3
Ranunculus,Xylocopa,1,Leipzig,16,3
Rhododendron,Anthophora,1,Leipzig,16,3
Rhododendron,Apis,4,Leipzig,16,3
Rhododendron,Bombylius,1,Leipzig,16,3
Taraxacum,Anthophora,1,Leipzig,16,3
Tussilago,Apis,2,Leipzig,16,3
Tussilago,Bombylius,1,Leipzig,16,3
Tussilago,Osmia,1,Leipzig,16,3
Vinca,Andrena,1,Leipzig,16,3
Vinca,Anthophora,3,Leipzig,16,3
Vinca,Apis,2,Leipzig,16,3
Vinca,Bombylius,3,Leipzig,16,3
Vinca,Osmia,1,Leipzig,16,3
Bellis,Andrena,1,Leipzig,16,4
Bellis,Anthophora,1,Leipzig,16,4
Bellis,Apis,3,Leipzig,16,4
Bergenia,Anthophora,1,Leipzig,16,4
Bergenia,Bombylius,2,Leipzig,16,4
Bergenia,Lasioglossum,1,Leipzig,16,4
Bergenia,Nomada,1,Leipzig,16,4
Corydalis,Andrena,4,Leipzig,16,4
Corydalis,Anthophora,3,Leipzig,16,4
Corydalis,Apis,11,Leipzig,16,4
Corydalis,Bombylius,6,Leipzig,16,4
Corydalis,Lasioglossum,1,Leipzig,16,4
Corydalis,Osmia,2,Leipzig,16,4
Euphorbia,Andrena,1,Leipzig,16,4
Euphorbia,Anthophora,3,Leipzig,16,4
Euphorbia,Apis,10,Leipzig,16,4
Euphorbia,Bombylius,4,Leipzig,16,4
Euphorbia,Calliphora,1,Leipzig,16,4
Euphorbia,Lasioglossum,2,Leipzig,16,4
Euphorbia,Nomada,1,Leipzig,16,4
Euphorbia,Osmia,2,Leipzig,16,4
Helleborus,Anthophora,1,Leipzig,16,4
Iberis,Andrena,1,Leipzig,16,4
Iberis,Anthophora,1,Leipzig,16,4
Iberis,Apis,5,Leipzig,16,4
Iberis,Bombylius,3,Leipzig,16,4
Iberis,Lasioglossum,1,Leipzig,16,4
Lathyrus,Anthophora,2,Leipzig,16,4
Lathyrus,Apis,1,Leipzig,16,4
Lathyrus,Osmia,2,Leipzig,16,4
Muscari,Andrena,2,Leipzig,16,4
Muscari,Anthophora,8,Leipzig,16,4
Muscari,Apis,15,Leipzig,16,4
Muscari,Bombylius,10,Leipzig,16,4
Muscari,Calliphora,1,Leipzig,16,4
Muscari,Lasioglossum,1,Leipzig,16,4
Muscari,Osmia,5,Leipzig,16,4
Primula,Andrena,1,Leipzig,16,4
Primula,Anthophora,11,Leipzig,16,4
Primula,Apis,17,Leipzig,16,4
Primula,Bombylius,12,Leipzig,16,4
Primula,Lasioglossum,1,Leipzig,16,4
Pulsatilla,Andrena,2,Leipzig,16,4
Pulsatilla,Anthophora,1,Leipzig,16,4
Pulsatilla,Apis,4,Leipzig,16,4
Pulsatilla,Bombylius,1,Leipzig,16,4
Pulsatilla,Myopa,1,Leipzig,16,4
Ranunculus,Andrena,1,Leipzig,16,4
Ranunculus,Apis,1,Leipzig,16,4
Ranunculus,Xylocopa,1,Leipzig,16,4
Rhododendron,Anthophora,1,Leipzig,16,4
Rhododendron,Apis,4,Leipzig,16,4
Rhododendron,Bombylius,1,Leipzig,16,4
Taraxacum,Anthophora,1,Leipzig,16,4
Tussilago,Apis,2,Leipzig,16,4
Tussilago,Bombylius,1,Leipzig,16,4
Tussilago,Osmia,1,Leipzig,16,4
Vinca,Andrena,1,Leipzig,16,4
Vinca,Anthophora,3,Leipzig,16,4
Vinca,Apis,2,Leipzig,16,4
Vinca,Bombylius,3,Leipzig,16,4
Vinca,Osmia,1,Leipzig,16,4
Bellis,Andrena,1,Leipzig,16,5
Bellis,Anthophora,1,Leipzig,16,5
Bellis,Apis,3,Leipzig,16,5
Bergenia,Anthophora,1,Leipzig,16,5
Bergenia,Bombylius,2,Leipzig,16,5
Bergenia,Lasioglossum,1,Leipzig,16,5
Bergenia,Nomada,1,Leipzig,16,5
Corydalis,Andrena,4,Leipzig,16,5
Corydalis,Anthophora,3,Leipzig,16,5
Corydalis,Apis,11,Leipzig,16,5
Corydalis,Bombylius,6,Leipzig,16,5
Corydalis,Lasioglossum,1,Leipzig,16,5
Corydalis,Osmia,2,Leipzig,16,5
Euphorbia,Andrena,1,Leipzig,16,5
Euphorbia,Anthophora,3,Leipzig,16,5
Euphorbia,Apis,10,Leipzig,16,5
Euphorbia,Bombylius,4,Leipzig,16,5
Euphorbia,Calliphora,1,Leipzig,16,5
Euphorbia,Lasioglossum,2,Leipzig,16,5
Euphorbia,Nomada,1,Leipzig,16,5
Euphorbia,Osmia,2,Leipzig,16,5
Helleborus,Anthophora,1,Leipzig,16,5
Iberis,Andrena,1,Leipzig,16,5
Iberis,Anthophora,1,Leipzig,16,5
Iberis,Apis,5,Leipzig,16,5
Iberis,Bombylius,3,Leipzig,16,5
Iberis,Lasioglossum,1,Leipzig,16,5
Lathyrus,Anthophora,2,Leipzig,16,5
Lathyrus,Apis,1,Leipzig,16,5
Lathyrus,Osmia,2,Leipzig,16,5
Muscari,Andrena,2,Leipzig,16,5
Muscari,Anthophora,8,Leipzig,16,5
Muscari,Apis,15,Leipzig,16,5
Muscari,Bombylius,10,Leipzig,16,5
Muscari,Calliphora,1,Leipzig,16,5
Muscari,Lasioglossum,1,Leipzig,16,5
Muscari,Osmia,5,Leipzig,16,5
Primula,Andrena,1,Leipzig,16,5
Primula,Anthophora,11,Leipzig,16,5
Primula,Apis,17,Leipzig,16,5
Primula,Bombylius,12,Leipzig,16,5
Primula,Lasioglossum,1,Leipzig,16,5
Pulsatilla,Andrena,2,Leipzig,16,5
Pulsatilla,Anthophora,1,Leipzig,16,5
Pulsatilla,Apis,4,Leipzig,16,5
Pulsatilla,Bombylius,1,Leipzig,16,5
Pulsatilla,Myopa,1,Leipzig,16,5
Ranunculus,Andrena,1,Leipzig,16,5
Ranunculus,Apis,1,Leipzig,16,5
Ranunculus,Xylocopa,1,Leipzig,16,5
Rhododendron,Anthophora,1,Leipzig,16,5
Rhododendron,Apis,4,Leipzig,16,5
Rhododendron,Bombylius,1,Leipzig,16,5
Taraxacum,Anthophora,1,Leipzig,16,5
Tussilago,Apis,2,Leipzig,16,5
Tussilago,Bombylius,1,Leipzig,16,5
Tussilago,Osmia,1,Leipzig,16,5
Vinca,Andrena,1,Leipzig,16,5
Vinca,Anthophora,3,Leipzig,16,5
Vinca,Apis,2,Leipzig,16,5
Vinca,Bombylius,3,Leipzig,16,5
Vinca,Osmia,1,Leipzig,16,5
Bellis,Andrena,1,Leipzig,16,6
Bellis,Anthophora,1,Leipzig,16,6
Bellis,Apis,3,Leipzig,16,6
Bergenia,Anthophora,1,Leipzig,16,6
Bergenia,Bombylius,2,Leipzig,16,6
Bergenia,Lasioglossum,1,Leipzig,16,6
Bergenia,Nomada,1,Leipzig,16,6
Corydalis,Andrena,4,Leipzig,16,6
Corydalis,Anthophora,3,Leipzig,16,6
Corydalis,Apis,11,Leipzig,16,6
Corydalis,Bombylius,6,Leipzig,16,6
Corydalis,Lasioglossum,1,Leipzig,16,6
Corydalis,Osmia,2,Leipzig,16,6
Euphorbia,Andrena,1,Leipzig,16,6
Euphorbia,Anthophora,3,Leipzig,16,6
Euphorbia,Apis,10,Leipzig,16,6
Euphorbia,Bombylius,4,Leipzig,16,6
Euphorbia,Calliphora,1,Leipzig,16,6
Euphorbia,Lasioglossum,2,Leipzig,16,6
Euphorbia,Nomada,1,Leipzig,16,6
Euphorbia,Osmia,2,Leipzig,16,6
Helleborus,Anthophora,1,Leipzig,16,6
Iberis,Andrena,1,Leipzig,16,6
Iberis,Anthophora,1,Leipzig,16,6
Iberis,Apis,5,Leipzig,16,6
Iberis,Bombylius,3,Leipzig,16,6
Iberis,Lasioglossum,1,Leipzig,16,6
Lathyrus,Anthophora,2,Leipzig,16,6
Lathyrus,Apis,1,Leipzig,16,6
Lathyrus,Osmia,2,Leipzig,16,6
Muscari,Andrena,2,Leipzig,16,6
Muscari,Anthophora,8,Leipzig,16,6
Muscari,Apis,15,Leipzig,16,6
Muscari,Bombylius,10,Leipzig,16,6
Muscari,Calliphora,1,Leipzig,16,6
Muscari,Lasioglossum,1,Leipzig,16,6
Muscari,Osmia,5,Leipzig,16,6
Primula,Andrena,1,Leipzig,16,6
Primula,Anthophora,11,Leipzig,16,6
Primula,Apis,17,Leipzig,16,6
Primula,Bombylius,12,Leipzig,16,6
Primula,Lasioglossum,1,Leipzig,16,6
Pulsatilla,Andrena,2,Leipzig,16,6
Pulsatilla,Anthophora,1,Leipzig,16,6
Pulsatilla,Apis,4,Leipzig,16,6
Pulsatilla,Bombylius,1,Leipzig,16,6
Pulsatilla,Myopa,1,Leipzig,16,6
Ranunculus,Andrena,1,Leipzig,16,6
Ranunculus,Apis,1,Leipzig,16,6
Ranunculus,Xylocopa,1,Leipzig,16,6
Rhododendron,Anthophora,1,Leipzig,16,6
Rhododendron,Apis,4,Leipzig,16,6
Rhododendron,Bombylius,1,Leipzig,16,6
Taraxacum,Anthophora,1,Leipzig,16,6
Tussilago,Apis,2,Leipzig,16,6
Tussilago,Bombylius,1,Leipzig,16,6
Tussilago,Osmia,1,Leipzig,16,6
Vinca,Andrena,1,Leipzig,16,6
Vinca,Anthophora,3,Leipzig,16,6
Vinca,Apis,2,Leipzig,16,6
Vinca,Bombylius,3,Leipzig,16,6
Vinca,Osmia,1,Leipzig,16,6
Bellis,Andrena,1,Leipzig,16,7
Bellis,Anthophora,1,Leipzig,16,7
Bellis,Apis,3,Leipzig,16,7
Bergenia,Anthophora,1,Leipzig,16,7
Bergenia,Bombylius,2,Leipzig,16,7
Bergenia,Lasioglossum,1,Leipzig,16,7
Bergenia,Nomada,1,Leipzig,16,7
Corydalis,Andrena,4,Leipzig,16,7
Corydalis,Anthophora,3,Leipzig,16,7
Corydalis,Apis,11,Leipzig,16,7
Corydalis,Bombylius,6,Leipzig,16,7
Corydalis,Lasioglossum,1,Leipzig,16,7
Corydalis,Osmia,2,Leipzig,16,7
Euphorbia,Andrena,1,Leipzig,16,7
Euphorbia,Anthophora,3,Leipzig,16,7
Euphorbia,Apis,10,Leipzig,16,7
Euphorbia,Bombylius,4,Leipzig,16,7
Euphorbia,Calliphora,1,Leipzig,16,7
Euphorbia,Lasioglossum,2,Leipzig,16,7
Euphorbia,Nomada,1,Leipzig,16,7
Euphorbia,Osmia,2,Leipzig,16,7
Helleborus,Anthophora,1,Leipzig,16,7
Iberis,Andrena,1,Leipzig,16,7
Iberis,Anthophora,1,Leipzig,16,7
Iberis,Apis,5,Leipzig,16,7
Iberis,Bombylius,3,Leipzig,16,7
Iberis,Lasioglossum,1,Leipzig,16,7
Lathyrus,Anthophora,2,Leipzig,16,7
Lathyrus,Apis,1,Leipzig,16,7
Lathyrus,Osmia,2,Leipzig,16,7
Muscari,Andrena,2,Leipzig,16,7
Muscari,Anthophora,8,Leipzig,16,7
Muscari,Apis,15,Leipzig,16,7
Muscari,Bombylius,10,Leipzig,16,7
Muscari,Calliphora,1,Leipzig,16,7
Muscari,Lasioglossum,1,Leipzig,16,7
Muscari,Osmia,5,Leipzig,16,7
Primula,Andrena,1,Leipzig,16,7
Primula,Anthophora,11,Leipzig,16,7
Primula,Apis,17,Leipzig,16,7
Primula,Bombylius,12,Leipzig,16,7
Primula,Lasioglossum,1,Leipzig,16,7
Pulsatilla,Andrena,2,Leipzig,16,7
Pulsatilla,Anthophora,1,Leipzig,16,7
Pulsatilla,Apis,4,Leipzig,16,7
Pulsatilla,Bombylius,1,Leipzig,16,7
Pulsatilla,Myopa,1,Leipzig,16,7
Ranunculus,Andrena,1,Leipzig,16,7
Ranunculus,Apis,1,Leipzig,16,7
Ranunculus,Xylocopa,1,Leipzig,16,7
Rhododendron,Anthophora,1,Leipzig,16,7
Rhododendron,Apis,4,Leipzig,16,7
Rhododendron,Bombylius,1,Leipzig,16,7
Taraxacum,Anthophora,1,Leipzig,16,7
Tussilago,Apis,2,Leipzig,16,7
Tussilago,Bombylius,1,Leipzig,16,7
Tussilago,Osmia,1,Leipzig,16,7
Vinca,Andrena,1,Leipzig,16,7
Vinca,Anthophora,3,Leipzig,16,7
Vinca,Apis,2,Leipzig,16,7
Vinca,Bombylius,3,Leipzig,16,7
Vinca,Osmia,1,Leipzig,16,7
Bellis,Andrena,1,Leipzig,16,8
Bellis,Anthophora,1,Leipzig,16,8
Bellis,Apis,3,Leipzig,16,8
Bergenia,Anthophora,1,Leipzig,16,8
Bergenia,Bombylius,2,Leipzig,16,8
Bergenia,Lasioglossum,1,Leipzig,16,8
Bergenia,Nomada,1,Leipzig,16,8
Corydalis,Andrena,4,Leipzig,16,8
Corydalis,Anthophora,3,Leipzig,16,8
Corydalis,Apis,11,Leipzig,16,8
Corydalis,Bombylius,6,Leipzig,16,8
Corydalis,Lasioglossum,1,Leipzig,16,8
Corydalis,Osmia,2,Leipzig,16,8
Euphorbia,Andrena,1,Leipzig,16,8
Euphorbia,Anthophora,3,Leipzig,16,8
Euphorbia,Apis,10,Leipzig,16,8
Euphorbia,Bombylius,4,Leipzig,16,8
Euphorbia,Calliphora,1,Leipzig,16,8
Euphorbia,Lasioglossum,2,Leipzig,16,8
Euphorbia,Nomada,1,Leipzig,16,8
Euphorbia,Osmia,2,Leipzig,16,8
Helleborus,Anthophora,1,Leipzig,16,8
Iberis,Andrena,1,Leipzig,16,8
Iberis,Anthophora,1,Leipzig,16,8
Iberis,Apis,5,Leipzig,16,8
Iberis,Bombylius,3,Leipzig,16,8
Iberis,Lasioglossum,1,Leipzig,16,8
Lathyrus,Anthophora,2,Leipzig,16,8
Lathyrus,Apis,1,Leipzig,16,8
Lathyrus,Osmia,2,Leipzig,16,8
Muscari,Andrena,2,Leipzig,16,8
Muscari,Anthophora,8,Leipzig,16,8
Muscari,Apis,15,Leipzig,16,8
Muscari,Bombylius,10,Leipzig,16,8
Muscari,Calliphora,1,Leipzig,16,8
Muscari,Lasioglossum,1,Leipzig,16,8
Muscari,Osmia,5,Leipzig,16,8
Primula,Andrena,1,Leipzig,16,8
Primula,Anthophora,11,Leipzig,16,8
Primula,Apis,17,Leipzig,16,8
Primula,Bombylius,12,Leipzig,16,8
Primula,Lasioglossum,1,Leipzig,16,8
Pulsatilla,Andrena,2,Leipzig,16,8
Pulsatilla,Anthophora,1,Leipzig,16,8
Pulsatilla,Apis,4,Leipzig,16,8
Pulsatilla,Bombylius,1,Leipzig,16,8
Pulsatilla,Myopa,1,Leipzig,16,8
Ranunculus,Andrena,1,Leipzig,16,8
Ranunculus,Apis,1,Leipzig,16,8
Ranunculus,Xylocopa,1,Leipzig,16,8
Rhododendron,Anthophora,1,Leipzig,16,8
Rhododendron,Apis,4,Leipzig,16,8
Rhododendron,Bombylius,1,Leipzig,16,8
Taraxacum,Anthophora,1,Leipzig,16,8
Tussilago,Apis,2,Leipzig,16,8
Tussilago,Bombylius,1,Leipzig,16,8
Tussilago,Osmia,1,Leipzig,16,8
Vinca,Andrena,1,Leipzig,16,8
Vinca,Anthophora,3,Leipzig,16,8
Vinca,Apis,2,Leipzig,16,8
Vinca,Bombylius,3,Leipzig,16,8
Vinca,Osmia,1,Leipzig,16,8
Bellis,Andrena,1,Leipzig,16,9
Bellis,Anthophora,1,Leipzig,16,9
Bellis,Apis,3,Leipzig,16,9
Bergenia,Anthophora,1,Leipzig,16,9
Bergenia,Bombylius,2,Leipzig,16,9
Bergenia,Lasioglossum,1,Leipzig,16,9
Bergenia,Nomada,1,Leipzig,16,9
Corydalis,Andrena,4,Leipzig,16,9
Corydalis,Anthophora,3,Leipzig,16,9
Corydalis,Apis,11,Leipzig,16,9
Corydalis,Bombylius,6,Leipzig,16,9
Corydalis,Lasioglossum,1,Leipzig,16,9
Corydalis,Osmia,2,Leipzig,16,9
Euphorbia,Andrena,1,Leipzig,16,9
Euphorbia,Anthophora,3,Leipzig,16,9
Euphorbia,Apis,10,Leipzig,16,9
Euphorbia,Bombylius,4,Leipzig,16,9
Euphorbia,Calliphora,1,Leipzig,16,9
Euphorbia,Lasioglossum,2,Leipzig,16,9
Euphorbia,Nomada,1,Leipzig,16,9
Euphorbia,Osmia,2,Leipzig,16,9
Helleborus,Anthophora,1,Leipzig,16,9
Iberis,Andrena,1,Leipzig,16,9
Iberis,Anthophora,1,Leipzig,16,9
Iberis,Apis,5,Leipzig,16,9
Iberis,Bombylius,3,Leipzig,16,9
Iberis,Lasioglossum,1,Leipzig,16,9
Lathyrus,Anthophora,2,Leipzig,16,9
Lathyrus,Apis,1,Leipzig,16,9
Lathyrus,Osmia,2,Leipzig,16,9
Muscari,Andrena,2,Leipzig,16,9
Muscari,Anthophora,8,Leipzig,16,9
Muscari,Apis,15,Leipzig,16,9
Muscari,Bombylius,10,Leipzig,16,9
Muscari,Calliphora,1,Leipzig,16,9
Muscari,Lasioglossum,1,Leipzig,16,9
Muscari,Osmia,5,Leipzig,16,9
Primula,Andrena,1,Leipzig,16,9
Primula,Anthophora,11,Leipzig,16,9
Primula,Apis,17,Leipzig,16,9
Primula,Bombylius,12,Leipzig,16,9
Primula,Lasioglossum,1,Leipzig,16,9
Pulsatilla,Andrena,2,Leipzig,16,9
Pulsatilla,Anthophora,1,Leipzig,16,9
Pulsatilla,Apis,4,Leipzig,16,9
Pulsatilla,Bombylius,1,Leipzig,16,9
Pulsatilla,Myopa,1,Leipzig,16,9
Ranunculus,Andrena,1,Leipzig,16,9
Ranunculus,Apis,1,Leipzig,16,9
Ranunculus,Xylocopa,1,Leipzig,16,9
Rhododendron,Anthophora,1,Leipzig,16,9
Rhododendron,Apis,4,Leipzig,16,9
Rhododendron,Bombylius,1,Leipzig,16,9
Taraxacum,Anthophora,1,Leipzig,16,9
Tussilago,Apis,2,Leipzig,16,9
Tussilago,Bombylius,1,Leipzig,16,9
Tussilago,Osmia,1,Leipzig,16,9
Vinca,Andrena,1,Leipzig,16,9
Vinca,Anthophora,3,Leipzig,16,9
Vinca,Apis,2,Leipzig,16,9
Vinca,Bombylius,3,Leipzig,16,9
Vinca,Osmia,1,Leipzig,16,9
Bellis,Andrena,1,Leipzig,16,10
Bellis,Anthophora,1,Leipzig,16,10
Bellis,Apis,3,Leipzig,16,10
Bergenia,Anthophora,1,Leipzig,16,10
Bergenia,Bombylius,2,Leipzig,16,10
Bergenia,Lasioglossum,1,Leipzig,16,10
Bergenia,Nomada,1,Leipzig,16,10
Corydalis,Andrena,4,Leipzig,16,10
Corydalis,Anthophora,3,Leipzig,16,10
Corydalis,Apis,11,Leipzig,16,10
Corydalis,Bombylius,6,Leipzig,16,10
Corydalis,Lasioglossum,1,Leipzig,16,10
Corydalis,Osmia,2,Leipzig,16,10
Euphorbia,Andrena,1,Leipzig,16,10
Euphorbia,Anthophora,3,Leipzig,16,10
Euphorbia,Apis,10,Leipzig,16,10
Euphorbia,Bombylius,4,Leipzig,16,10
Euphorbia,Calliphora,1,Leipzig,16,10
Euphorbia,Lasioglossum,2,Leipzig,16,10
Euphorbia,Nomada,1,Leipzig,16,10
Euphorbia,Osmia,2,Leipzig,16,10
Helleborus,Anthophora,1,Leipzig,16,10
Iberis,Andrena,1,Leipzig,16,10
Iberis,Anthophora,1,Leipzig,16,10
Iberis,Apis,5,Leipzig,16,10
Iberis,Bombylius,3,Leipzig,16,10
Iberis,Lasioglossum,1,Leipzig,16,10
Lathyrus,Anthophora,2,Leipzig,16,10
Lathyrus,Apis,1,Leipzig,16,10
Lathyrus,Osmia,2,Leipzig,16,10
Muscari,Andrena,2,Leipzig,16,10
Muscari,Anthophora,8,Leipzig,16,10
Muscari,Apis,15,Leipzig,16,10
Muscari,Bombylius,10,Leipzig,16,10
Muscari,Calliphora,1,Leipzig,16,10
Muscari,Lasioglossum,1,Leipzig,16,10
Muscari,Osmia,5,Leipzig,16,10
Primula,Andrena,1,Leipzig,16,10
Primula,Anthophora,11,Leipzig,16,10
Primula,Apis,17,Leipzig,16,10
Primula,Bombylius,12,Leipzig,16,10
Primula,Lasioglossum,1,Leipzig,16,10
Pulsatilla,Andrena,2,Leipzig,16,10
Pulsatilla,Anthophora,1,Leipzig,16,10
Pulsatilla,Apis,4,Leipzig,16,10
Pulsatilla,Bombylius,1,Leipzig,16,10
Pulsatilla,Myopa,1,Leipzig,16,10
Ranunculus,Andrena,1,Leipzig,16,10
Ranunculus,Apis,1,Leipzig,16,10
Ranunculus,Xylocopa,1,Leipzig,16,10
Rhododendron,Anthophora,1,Leipzig,16,10
Rhododendron,Apis,4,Leipzig,16,10
Rhododendron,Bombylius,1,Leipzig,16,10
Taraxacum,Anthophora,1,Leipzig,16,10
Tussilago,Apis,2,Leipzig,16,10
Tussilago,Bombylius,1,Leipzig,16,10
Tussilago,Osmia,1,Leipzig,16,10
Vinca,Andrena,1,Leipzig,16,10
Vinca,Anthophora,3,Leipzig,16,10
Vinca,Apis,2,Leipzig,16,10
Vinca,Bombylius,3,Leipzig,16,10
Vinca,Osmia,1,Leipzig,16,10
Erica,Andrena,2,Leipzig,17,1
Erica,Anthophora,4,Leipzig,17,1
Erica,Apis,14,Leipzig,17,1
Erica,Bombus,8,Leipzig,17,1
Erica,Bombylius,2,Leipzig,17,1
Erica,Xylocopa,5,Leipzig,17,1
Helleborus,Bombus,1,Leipzig,17,1
Lathyrus,Anthophora,3,Leipzig,17,1
Lathyrus,Apis,1,Leipzig,17,1
Lathyrus,Bombylius,1,Leipzig,17,1
Lathyrus,Xylocopa,3,Leipzig,17,1
Mahonia,Anthophora,3,Leipzig,17,1
Mahonia,Apis,13,Leipzig,17,1
Mahonia,Bombus,7,Leipzig,17,1
Mahonia,Bombylius,1,Leipzig,17,1
Mahonia,Xylocopa,4,Leipzig,17,1
Muscari,Apis,1,Leipzig,17,1
Primula,Anthophora,3,Leipzig,17,1
Primula,Apis,3,Leipzig,17,1
Primula,Bombylius,4,Leipzig,17,1
Primula,Xylocopa,2,Leipzig,17,1
Syringa,Anthophora,1,Leipzig,17,1
Syringa,Apis,7,Leipzig,17,1
Syringa,Bombus,5,Leipzig,17,1
Syringa,Osmia,1,Leipzig,17,1
Syringa,Xylocopa,2,Leipzig,17,1
Vinca,Anthophora,3,Leipzig,17,1
Vinca,Apis,4,Leipzig,17,1
Vinca,Bombus,2,Leipzig,17,1
