Botanical_garden,Species,Number_unique_spp,Replicate,Compatibility,Reference_compatibility_level,Aut_selfing_qualitative,Selfing_fruit_number,Selfing_seed_number,Source
Jena,Genista tinctoria,61,26,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,27,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,28,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,29,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,30,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,1,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,2,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,3,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,4,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,5,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,6,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,7,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,8,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,9,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,10,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,11,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,12,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,13,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,14,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,15,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,16,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,17,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,18,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,19,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Fuchsia magellanica,62,20,Self_compatible,https://doi.org/10.1046/j.1365-2435.1998.00212.x,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,1,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,2,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,3,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,4,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,5,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,6,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,7,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,8,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,9,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,10,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,11,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,12,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,13,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,14,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Hemerocallis fulva,63,15,Self_incompatible,https://www.jstor.org/stable/40596351,none,0,0,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,1,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,0,0,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,2,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,0,0,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,3,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,0,0,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,4,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,0,0,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,5,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,0,0,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,6,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,0,0,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,7,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,0,0,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,8,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,1,9,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,9,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,1,6,Bot_garden_&_Literature
Halle,Dianthus carthusianorum,64,10,Self_compatible,https://doi.org/10.1111/j.1469-8137.2006.01653.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,1,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,1,6,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,2,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,3,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,4,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,5,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,6,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,7,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,8,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,9,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,10,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,11,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,12,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,13,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,14,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,15,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,16,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,17,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,18,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,19,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,20,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,21,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,22,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,23,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,24,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,25,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,26,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,27,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,28,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,29,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,30,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,31,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,32,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,33,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,34,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,35,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,36,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,37,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,38,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,1,3,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,39,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,40,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,41,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,42,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,43,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,44,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,1,5,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,45,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,46,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,47,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,48,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,49,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,50,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,51,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,52,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,53,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,54,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,1,1,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,55,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,56,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,57,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,58,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,59,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,60,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,61,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,62,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Leipzig,Anthericum ramosum,65,63,Self_compatible,https://doi.org/10.1034/j.1600-0706.2001.920117.x,low,0,0,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,1,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,6,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,2,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,31,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,3,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,10,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,4,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,6,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,5,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,21,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,6,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,0,0,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,7,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,12,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,8,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,3,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,9,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,3,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,10,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,1,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,11,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,2,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,12,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,4,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,13,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,17,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,14,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,8,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,15,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,17,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,16,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,5,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,17,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,13,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,18,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,28,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,19,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,0,0,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,20,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,0,0,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,21,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,0,0,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,22,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,0,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,23,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,1,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,24,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,8,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,25,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,5,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,26,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,9,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,27,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,0,0,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,28,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,0,0,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,29,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,1,4,Bot_garden_&_Literature
Halle,Saponaria officinalis,66,30,Self_compatible,https://doi.org/10.1111/j.1438-8677.1996.tb00579.x,medium,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,1,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,2,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,3,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,4,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,5,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,6,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,7,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,8,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,9,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,10,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,11,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,12,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,13,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,14,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,15,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,16,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,17,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,18,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,19,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,20,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,21,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,22,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,23,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,24,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,25,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,26,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,27,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,28,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,29,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,30,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,31,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,32,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,33,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,34,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,35,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,36,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,37,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,38,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,39,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Jena,Coronilla varia,67,40,Partially_self_compatible,https://doi.org/10.2135/cropsci1973.0011183X001300030005x,none,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,1,Self_compatible,https://www.jstor.org/stable/24333229,low,1,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,2,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,3,Self_compatible,https://www.jstor.org/stable/24333229,low,1,1,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,4,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,5,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,6,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,7,Self_compatible,https://www.jstor.org/stable/24333229,low,1,1,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,8,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,9,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
