Botanical_garden,Species,Number_unique_spp,Replicate,Compatibility,Reference_compatibility_level,Aut_selfing_qualitative,Selfing_fruit_number,Selfing_seed_number,Source
Leipzig,Cyclamen coum,1,1,Self_compatible,Bot_garden,high,NA,NA,Bot_garden
Leipzig,Cyclamen coum,1,2,Self_compatible,Bot_garden,high,NA,NA,Bot_garden
Leipzig,Cyclamen coum,1,3,Self_compatible,Bot_garden,high,NA,NA,Bot_garden
Leipzig,Tussilago farfara,2,1,Self_incompatible,https://doi.org/10.1127/0006-8152/2003/0124-0273,none,0,0,Literature
Leipzig,Helleborus foetidus,3,1,Partially_self_compatible,https://doi.org/10.1080/11263500012331358464,medium,0,0,Bot_garden
Leipzig,Helleborus foetidus,3,2,Partially_self_compatible,https://doi.org/10.1080/11263500012331358464,medium,1,18,Bot_garden
Leipzig,Helleborus foetidus,3,3,Partially_self_compatible,https://doi.org/10.1080/11263500012331358464,medium,1,6,Bot_garden
Leipzig,Helleborus foetidus,3,4,Partially_self_compatible,https://doi.org/10.1080/11263500012331358464,medium,1,20,Bot_garden
Leipzig,Helleborus foetidus,3,5,Partially_self_compatible,https://doi.org/10.1080/11263500012331358464,medium,0,0,Bot_garden
Leipzig,Helleborus foetidus,3,6,Partially_self_compatible,https://doi.org/10.1080/11263500012331358464,medium,0,0,Bot_garden
Leipzig,Helleborus foetidus,3,7,Partially_self_compatible,https://doi.org/10.1080/11263500012331358464,medium,1,12,Bot_garden
Leipzig,Scopolia carniolica,4,1,Partially_self_compatible,http://dx.doi.org/10.5586/asbp.3486,none,0,0,Bot_garden
Leipzig,Scopolia carniolica,4,2,Partially_self_compatible,http://dx.doi.org/10.5586/asbp.3486,none,0,0,Bot_garden
Leipzig,Scopolia carniolica,4,3,Partially_self_compatible,http://dx.doi.org/10.5586/asbp.3486,none,0,0,Bot_garden
Leipzig,Scopolia carniolica,4,4,Partially_self_compatible,http://dx.doi.org/10.5586/asbp.3486,none,0,0,Bot_garden
Leipzig,Scopolia carniolica,4,5,Partially_self_compatible,http://dx.doi.org/10.5586/asbp.3486,none,0,0,Bot_garden
Leipzig,Scopolia carniolica,4,6,Partially_self_compatible,http://dx.doi.org/10.5586/asbp.3486,none,0,0,Bot_garden
Leipzig,Scopolia carniolica,4,7,Partially_self_compatible,http://dx.doi.org/10.5586/asbp.3486,none,0,0,Bot_garden
Leipzig,Scopolia carniolica,4,8,Partially_self_compatible,http://dx.doi.org/10.5586/asbp.3486,none,0,0,Bot_garden
Leipzig,Vinca minor,5,1,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Vinca minor,5,2,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Vinca minor,5,3,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Vinca minor,5,4,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Vinca minor,5,5,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Viola odorata,6,1,Self_compatible,"Banasinska, A., & Kuta, E. (1996). Allogamy in Viola odorata L. Acta Biologica Cracoviensia. Series Botanica, (38).",medium,1,7,Bot_garden_&_Literature
Halle,Viola odorata,6,2,Self_compatible,"Banasinska, A., & Kuta, E. (1996). Allogamy in Viola odorata L. Acta Biologica Cracoviensia. Series Botanica, (38).",medium,0,0,Bot_garden_&_Literature
Halle,Puschkinia scilloides,7,,Partially_self_compatible,https://doi.org/10.1111/evo.13501,low,NA,NA,Literature_family_level
Jena,Hepatica nobilis,8,1,Self_compatible,"Kameoka et al., 2019 Bull. Natl. Mus. Nat. Sci., Ser. B, 45(1), pp. 17–27; https://naturalist-club.org/wp-content/uploads/2017/02/Hepatica-Hepatica-nobilis.pdf",high,NA,NA,Literature
Jena,Primula denticulata,9,1,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,2,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,3,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,4,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,5,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,6,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,7,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,8,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,9,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,10,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,11,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,12,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,13,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,14,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Jena,Primula denticulata,9,15,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Pulsatilla vulgaris,10,2,Self_compatible,https://doi.org/10.2307/2258467,none,0,0,Bot_garden
Leipzig,Pulsatilla vulgaris,10,3,Self_compatible,https://doi.org/10.2307/2258467,none,0,0,Bot_garden
Leipzig,Pulsatilla vulgaris,10,4,Self_compatible,https://doi.org/10.2307/2258467,none,0,0,Bot_garden
Leipzig,Pulsatilla vulgaris,10,5,Self_compatible,https://doi.org/10.2307/2258467,none,0,0,Bot_garden
Leipzig,Pulsatilla vulgaris,10,6,Self_compatible,https://doi.org/10.2307/2258467,none,0,0,Bot_garden
Leipzig,Pulsatilla vulgaris,10,7,Self_compatible,https://doi.org/10.2307/2258467,none,0,0,Bot_garden
Leipzig,Pulsatilla vulgaris,10,8,Self_compatible,https://doi.org/10.2307/2258467,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,1,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,2,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,3,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,4,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,5,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,6,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,7,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,8,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,9,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Iberis sempervirens,11,10,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Narcissus pseudonarcissus,12,1,Self_incompatible,https://doi.org/10.1038/sj.hdy.6800441,none,0,0,Literature
Halle,Lathyrus vernus,13,1,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,2,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,3,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,4,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,5,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,6,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,7,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,8,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,9,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,10,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,11,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,12,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,13,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,14,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Halle,Lathyrus vernus,13,15,Self_compatible,https://doi.org/10.2307/3545307,none,0,0,Bot_garden
Jena,Anemonoides nemorosa,14,1,Self_incompatible,https://doi.org/10.1111/plb.13702,none,0,0,Literature_genus_level
Leipzig,Primula veris,15,1,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Primula veris,15,2,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Primula veris,15,3,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Primula veris,15,4,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Primula veris,15,5,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Primula veris,15,6,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Primula veris,15,7,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Primula veris,15,8,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Primula veris,15,9,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Primula veris,15,10,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Caltha palustris,16,1,Partially_self_compatible,https://doi.org/10.1111/j.1601-5223.1992.tb00168.x,medium,1,21,Bot_garden
Leipzig,Caltha palustris,16,2,Partially_self_compatible,https://doi.org/10.1111/j.1601-5223.1992.tb00168.x,medium,1,4,Bot_garden
Leipzig,Caltha palustris,16,3,Partially_self_compatible,https://doi.org/10.1111/j.1601-5223.1992.tb00168.x,medium,0,0,Bot_garden
Leipzig,Caltha palustris,16,4,Partially_self_compatible,https://doi.org/10.1111/j.1601-5223.1992.tb00168.x,medium,1,14,Bot_garden
Leipzig,Caltha palustris,16,5,Partially_self_compatible,https://doi.org/10.1111/j.1601-5223.1992.tb00168.x,medium,0,0,Bot_garden
Halle,Tulipa sylvestris,17,1,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tulipa sylvestris,17,2,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tulipa sylvestris,17,3,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tulipa sylvestris,17,4,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tulipa sylvestris,17,5,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Leipzig,Trillium sessile,18,1,Self_compatible,https://doi.org/10.1111/j.1442-1984.1990.tb00194.x,high,NA,NA,Literature_genus_level
Halle,Oxalis acetosella,19,1,Self_compatible,https://doi.org/10.1016/S1146-609X(00)00118-1,none,0,0,Bot_garden
Halle,Oxalis acetosella,19,2,Self_compatible,https://doi.org/10.1016/S1146-609X(00)00118-1,none,0,0,Bot_garden
Halle,Silene viscaria,20,1,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,2,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,3,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,4,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,5,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,6,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,7,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,8,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,9,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,10,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,11,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,12,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,13,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,14,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Silene viscaria,20,15,Self_compatible,https://doi.org/10.1093/aob/mcv078,none,0,0,Bot_garden
Halle,Lamium album,21,1,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,2,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,3,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,4,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,5,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,6,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,7,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,8,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,9,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,10,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,11,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,12,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,13,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,14,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Lamium album,21,15,Self_compatible,https://doi.org/10.5091/plecevo.2021.1642,none,0,0,Bot_garten
Halle,Fragaria vesca,22,1,Self_compatible,https://doi.org/10.1007/s00425-011-1562-1,none,0,0,Bot_garden
Halle,Fragaria vesca,22,2,Self_compatible,https://doi.org/10.1007/s00425-011-1562-1,none,0,0,Bot_garden
Halle,Fragaria vesca,22,3,Self_compatible,https://doi.org/10.1007/s00425-011-1562-1,none,0,0,Bot_garden
Halle,Fragaria vesca,22,4,Self_compatible,https://doi.org/10.1007/s00425-011-1562-1,none,0,0,Bot_garden
Halle,Fragaria vesca,22,5,Self_compatible,https://doi.org/10.1007/s00425-011-1562-1,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,1,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,2,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,3,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,4,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,5,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,6,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,7,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,8,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,9,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Jena,Bergenia purpurascens,23,10,Self_incompatible,https://doi.org/10.2307/4117326,none,0,0,Bot_garden
Halle,Geum rivale,24,1,Self_compatible,https://doi.org/10.1111/mec.14426,low,1,16,Bot_garden
Halle,Geum rivale,24,2,Self_compatible,https://doi.org/10.1111/mec.14426,low,0,0,Bot_garden
Halle,Geum rivale,24,3,Self_compatible,https://doi.org/10.1111/mec.14426,low,0,0,Bot_garden
Halle,Geum rivale,24,4,Self_compatible,https://doi.org/10.1111/mec.14426,low,0,0,Bot_garden
Halle,Geum rivale,24,5,Self_compatible,https://doi.org/10.1111/mec.14426,low,0,0,Bot_garden
Halle,Geum rivale,24,6,Self_compatible,https://doi.org/10.1111/mec.14426,low,0,0,Bot_garden
Halle,Geum rivale,24,7,Self_compatible,https://doi.org/10.1111/mec.14426,low,0,0,Bot_garden
Halle,Geum rivale,24,8,Self_compatible,https://doi.org/10.1111/mec.14426,low,0,0,Bot_garden
Halle,Geum rivale,24,9,Self_compatible,https://doi.org/10.1111/mec.14426,low,0,0,Bot_garden
Halle,Geum rivale,24,10,Self_compatible,https://doi.org/10.1111/mec.14426,low,0,0,Bot_garden
Leipzig,Dryas octopetala,25,1,Self_compatible,https://doi.org/10.2307/2258146,high,1,28,Bot_garden
Leipzig,Dryas octopetala,25,2,Self_compatible,https://doi.org/10.2307/2258146,high,0,0,Bot_garden
Leipzig,Dryas octopetala,25,3,Self_compatible,https://doi.org/10.2307/2258146,high,1,26,Bot_garden
Leipzig,Dryas octopetala,25,4,Self_compatible,https://doi.org/10.2307/2258146,high,1,25,Bot_garden
Leipzig,Dryas octopetala,25,5,Self_compatible,https://doi.org/10.2307/2258146,high,1,36,Bot_garden
Leipzig,Asarum caudatum,26,1,Self_compatible,https://doi.org/10.2307/2418323,high,NA,NA,Literature
Jena,Brunnera macrophylla,27,1,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,2,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,3,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,4,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,5,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,6,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,7,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,8,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,9,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,10,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,11,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,12,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,13,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,14,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,15,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,16,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,17,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,18,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,19,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,20,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,21,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,22,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,23,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,24,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Brunnera macrophylla,27,25,Self_incompatible,https://doi.org/10.1093/aob/mcl167,none,0,0,Bot_garden
Jena,Paeonia officinalis,28,1,Partially_self_compatible,https://doi.org/10.1007/s00442-007-0662-x,low,1,15,Bot_garden
Jena,Paeonia officinalis,28,2,Partially_self_compatible,https://doi.org/10.1007/s00442-007-0662-x,low,1,8,Bot_garden
Jena,Paeonia officinalis,28,3,Partially_self_compatible,https://doi.org/10.1007/s00442-007-0662-x,low,1,2,Bot_garden
Leipzig,Menyanthes trifoliata,29,1,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,2,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,3,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,4,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,5,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,6,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,7,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,8,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,9,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,10,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,11,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,12,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,13,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,14,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Menyanthes trifoliata,29,15,Self_incompatible,https://doi.org/10.1111/j.1095-8339.1989.tb01726.x,none,0,0,Bot_garden
Leipzig,Aquilegia chrysantha,30,1,Self_compatible,https://doi.org/10.1086/733068,medium,0,0,Bot_garden
Leipzig,Aquilegia chrysantha,30,2,Self_compatible,https://doi.org/10.1086/733068,medium,1,6,Bot_garden
Leipzig,Aquilegia chrysantha,30,3,Self_compatible,https://doi.org/10.1086/733068,medium,0,0,Bot_garden
Leipzig,Aquilegia chrysantha,30,4,Self_compatible,https://doi.org/10.1086/733068,medium,1,2,Bot_garden
Leipzig,Aquilegia chrysantha,30,5,Self_compatible,https://doi.org/10.1086/733068,medium,1,21,Bot_garden
Leipzig,Aquilegia chrysantha,30,6,Self_compatible,https://doi.org/10.1086/733068,medium,0,0,Bot_garden
Leipzig,Aquilegia chrysantha,30,7,Self_compatible,https://doi.org/10.1086/733068,medium,0,0,Bot_garden
Leipzig,Aquilegia chrysantha,30,8,Self_compatible,https://doi.org/10.1086/733068,medium,1,3,Bot_garden
Leipzig,Aquilegia chrysantha,30,9,Self_compatible,https://doi.org/10.1086/733068,medium,1,3,Bot_garden
Leipzig,Aquilegia chrysantha,30,10,Self_compatible,https://doi.org/10.1086/733068,medium,0,0,Bot_garden
Leipzig,Aquilegia chrysantha,30,11,Self_compatible,https://doi.org/10.1086/733068,medium,1,4,Bot_garden
Leipzig,Aquilegia chrysantha,30,12,Self_compatible,https://doi.org/10.1086/733068,medium,1,1,Bot_garden
Leipzig,Aquilegia chrysantha,30,13,Self_compatible,https://doi.org/10.1086/733068,medium,0,0,Bot_garden
Leipzig,Aquilegia chrysantha,30,14,Self_compatible,https://doi.org/10.1086/733068,medium,0,0,Bot_garden
Leipzig,Aquilegia chrysantha,30,15,Self_compatible,https://doi.org/10.1086/733068,medium,1,1,Bot_garden
Leipzig,Allium ursinum,31,1,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,2,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,3,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,4,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,5,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,6,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,7,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,8,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,9,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,10,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,11,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,12,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,13,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,14,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,15,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,16,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,17,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,18,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,19,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
Leipzig,Allium ursinum,31,20,Self_compatible,https://doi.org/10.1556/abot.53.2011.3-4.18,none,0,0,Bot_garden
