ID,Box,Number,Square_size_pixels,IT_pixels,IT_mm,Length_pixels,Length_mm,Tongue_pixels,Tongue_mm
H37,Andrenidae_Halictidae_Colletidae,118,1037.351,178.718,,679.627,,,
H229,Andrenidae_Halictidae_Colletidae,119,1097.329,175.026,,846.274,,,
H15,Andrenidae_Halictidae_Colletidae,120,1136.283,352.495,,1172.359,,,
H83,Andrenidae_Halictidae_Colletidae,121,1102.323,297.893,,1231.744,,,
H162,Andrenidae_Halictidae_Colletidae,122,1078.091,337.337,,1633.509,,,
H90,Andrenidae_Halictidae_Colletidae,123,1030.140,339.706,,1419.276,,,
L172,Andrenidae_Halictidae_Colletidae,124,1084.362,390.082,,1465.071,,,
L78,Andrenidae_Halictidae_Colletidae,125,1035.017,359.739,,1366.980,,,
H224,Andrenidae_Halictidae_Colletidae,126,1115.036,363.793,,1512.455,,392.048,
H200,Andrenidae_Halictidae_Colletidae,127,1107.406,312.258,,1429.137,,,
J196,Andrenidae_Halictidae_Colletidae,128,1044.375,324.006,,1408.006,,386.044,
H98,Andrenidae_Halictidae_Colletidae,129,1095.411,320.039,,1344.221,,,
H31,Andrenidae_Halictidae_Colletidae,130,1078.561,400.000,,1356.094,,,
H161,Andrenidae_Halictidae_Colletidae,131,1069.265,372.592,,1425.237,,,
H196,Andrenidae_Halictidae_Colletidae,132,1061.831,389.217,,1506.153,,,
H227,Andrenidae_Halictidae_Colletidae,133,1105.197,374.301,,1353.159,,,
H103,Andrenidae_Halictidae_Colletidae,134,1107.041,256.632,,884.934,,,
L115,Andrenidae_Halictidae_Colletidae,135,1113.483,208.346,,732.323,,,
H213,Andrenidae_Halictidae_Colletidae,136,1059.317,197.990,,690.456,,,
L116,Andrenidae_Halictidae_Colletidae,137,1114.016,623.065,,184.043,,,
H151,Andrenidae_Halictidae_Colletidae,138,1068.152,148.122,,540.227,,,
H96,Andrenidae_Halictidae_Colletidae,139,1112.146,201.010,,666.108,,,
J211,Andrenidae_Halictidae_Colletidae,140,1116.000,330.024,,936.481,,,
J167,Andrenidae_Halictidae_Colletidae,141,1062.008,864.009,,322.560,,,
L177,Andrenidae_Halictidae_Colletidae,142,1085.066,311.565,,891.404,,,
H272a,Andrenidae_Halictidae_Colletidae,143,1046.348,327.002,,939.498,,,
J183,Andrenidae_Halictidae_Colletidae,144,1048.488,300.540,,859.179,,,
J81,Andrenidae_Halictidae_Colletidae,145,1070.269,285.344,,774.648,,,
H106,Andrenidae_Halictidae_Colletidae,146,1060.092,298.015,,964.019,,,
H157,Andrenidae_Halictidae_Colletidae,147,1084.017,287.507,,789.963,,,
J133,Andrenidae_Halictidae_Colletidae,148,1055.003,262.800,,796.304,,,
J135,Andrenidae_Halictidae_Colletidae,149,1104.587,778.635,,274.729,,,
L178,Andrenidae_Halictidae_Colletidae,150,1086.258,241.133,,709.245,,,
H105,Andrenidae_Halictidae_Colletidae,151,1082.671,214.037,,719.006,,,
J168,Andrenidae_Halictidae_Colletidae,152,1100.358,236.008,,706.637,,,
J92,Andrenidae_Halictidae_Colletidae,153,1482.264,356.034,,1028.961,,,
H266,Andrenidae_Halictidae_Colletidae,154,1244.041,380.000,,1276.307,,,
H281,Andrenidae_Halictidae_Colletidae,155,1164.687,369.087,,1120.029,,,
L82,Andrenidae_Halictidae_Colletidae,156,1166.556,229.035,,742.024,,,
J204,Andrenidae_Halictidae_Colletidae,157,1184.69,205.002,,629.064,,,
H280,Andrenidae_Halictidae_Colletidae,158,1192.136,215.084,,636.453,,,
H278,Andrenidae_Halictidae_Colletidae,159,1244.161,207.155,,630.003,,,
H259,Andrenidae_Halictidae_Colletidae,160,1203.135,189.169,,710.296,,,
J238,Andrenidae_Halictidae_Colletidae,161,1524.106,261.842,,832.548,,,
L84,Andrenidae_Halictidae_Colletidae,162,1206.955,230.957,,606.083,,,
L189,Andrenidae_Halictidae_Colletidae,163,1214.323,186.097,,554.058,,,
H115,Andrenidae_Halictidae_Colletidae,164,1815.838,251.032,,900.569,,,
L147,Andrenidae_Halictidae_Colletidae,165,1865.716,245.986,,764.128,,,
J86,Andrenidae_Halictidae_Colletidae,166,1933.982,306.111,,896.973,,,
H212,Andrenidae_Halictidae_Colletidae,167,1500.360,249.467,,735.300,,,
L182,Andrenidae_Halictidae_Colletidae,168,1440.481,231.138,,739.194,,,
J217,Andrenidae_Halictidae_Colletidae,169,2069.887,358.558,,1116.580,,,
J87,Andrenidae_Halictidae_Colletidae,170,2045.412,346.092,,968.999,,,
J182,Andrenidae_Halictidae_Colletidae,171,1504.340,267.918,,813.813,,,
J199,Andrenidae_Halictidae_Colletidae,172,1467.371,207.022,,701.976,,,
L160,Andrenidae_Halictidae_Colletidae,173,2008.574,245.131,,964.075,,,
L207,Non_Syrphid_Diptera,1,1208.041,626.000,,1712.117,,,
L180,Non_Syrphid_Diptera,2,1275.014,580.521,,1622.842,,282.999,
J79,Non_Syrphid_Diptera,3,1244.103,457.158,,1164.004,,,
J1,Non_Syrphid_Diptera,4,1290.087,628.039,,1185.380,,852.338,
L7,Non_Syrphid_Diptera,5,1218.369,688.283,,1313.500,,880.448,
H6,Non_Syrphid_Diptera,6,1305.676,736.448,,1528.618,,1248.707,
L75,Non_Syrphid_Diptera,7,1244.006,172.351,,468.257,,204.707,
L47,Non_Syrphid_Diptera,8,1218.199,402.179,,955.355,,660.27,
L26,Non_Syrphid_Diptera,9,1221.133,561.970,,1037.714,,798.630,
H30,Non_Syrphid_Diptera,10,1216.947,1086.932,,477.026,,832.839,
L35,Non_Syrphid_Diptera,11,1219.067,937.951,,352.278,,581.335,
J59,Non_Syrphid_Diptera,12,1257.805,333.600,,933.931,,646.022,
L161,Non_Syrphid_Diptera,13,1233.033,290.028,,1329.122,,517.243,
H197,Non_Syrphid_Diptera,14,1256.995,340.001,,1452.112,,360.200,
H202,Non_Syrphid_Diptera,15,1232.006,176.000,,666.007,,,
L12,Non_Syrphid_Diptera,16,1232.526,328.075,,1060.754,,,
H122,Non_Syrphid_Diptera,17,1244.103,333.254,,1143.319,,,
H122,Non_Syrphid_Diptera,17,1203.995,NA,,NA,,476.777,
L31,Non_Syrphid_Diptera,18,1236.615,163.327,,573.582,,99.486,
H169,Non_Syrphid_Diptera,19,1316.097,243.528,,663.861,,,
H260,Non_Syrphid_Diptera,20,1252.129,410.537,,1221.133,,,
L216,Non_Syrphid_Diptera,21,1347.249,534.015,,1287.423,,,
H181,Non_Syrphid_Diptera,22,1233.097,258.017,,627.065,,,
H181,Non_Syrphid_Diptera,22,1311.283,,,,,164.346,
H7,Non_Syrphid_Diptera,23,1348.214,304.945,,874.208,,,
H1,Non_Syrphid_Diptera,24,1252.517,248.129,,NA,,,
L18,Non_Syrphid_Diptera,25,1284.076,455.861,,1088.004,,,
L156,Non_Syrphid_Diptera,26,1270.057,249.159,,846.236,,,
L120,Non_Syrphid_Diptera,27,1248.194,323.025,,868.058,,,
J210,Non_Syrphid_Diptera,28,1252.040,354.006,,1008.127,,,
H8,Non_Syrphid_Diptera,29,1272.000,352.070,,1088.265,,,
H268,Non_Syrphid_Diptera,30,1250.002,226.716,,637.227,,,
H14,Non_Syrphid_Diptera,31,1236.002,330.074,,916.177,,,
H153,Non_Syrphid_Diptera,32,1239.015,283.016,,734.004,,,
J111,Non_Syrphid_Diptera,33,1250.002,298.168,,828.087,,,
J213,Non_Syrphid_Diptera,34,1246.006,371.747,,NA,,,
H258,Non_Syrphid_Diptera,35,1234.015,356.006,,892.056,,,
J97,Non_Syrphid_Diptera,36,1256.014,336.381,,896.270,,,
J226,Non_Syrphid_Diptera,37,1264.025,374.835,,975.496,,266.253,
H187,Non_Syrphid_Diptera,38,1224.026,359.022,,886.036,,,
J203,Non_Syrphid_Diptera,39,1245.004,386.419,,932.695,,,
J25,Non_Syrphid_Diptera,40,1232.34,350.143,,972.013,,,
H183,Non_Syrphid_Diptera,41,1276.307,166.037,,443.072,,,
H141,Non_Syrphid_Diptera,42,1284.004,182.099,,NA,,,
J102,Non_Syrphid_Diptera,43,1254.000,321.350,,957.204,,173.170,
L113,Non_Syrphid_Diptera,44,1236.058,348.128,,1031.265,,212.000,
H247,Non_Syrphid_Diptera,45,1238.026,312.002,,932.034,,,
L212,Non_Syrphid_Diptera,46,1239.015,278.029,,806.000,,,
J208,Non_Syrphid_Diptera,47,1254.000,211.419,,770.039,,,
H156,Non_Syrphid_Diptera,48,1232.000,263.697,,896.288,,281.143,
H158,Non_Syrphid_Diptera,49,1260.004,645.786,,1732.166,,373.909,
H261,Non_Syrphid_Diptera,50,1248.032,594.165,,1602.000,,,
J215,Non_Syrphid_Diptera,51,1308.416,288.174,,1275.596,,,
H251,Non_Syrphid_Diptera,52,1227.059,267.187,,1224.445,,341.162,
L111,Non_Syrphid_Diptera,53,1240.161,618.116,,1632.078,,,
H152,Non_Syrphid_Diptera,54,1230.787,183.273,,523.310,,,
J197,Non_Syrphid_Diptera,55,1218.532,159.931,,387.743,,,
J197,Non_Syrphid_Diptera,55,1218.532,159.931,,387.743,,,
J163,Non_Syrphid_Diptera,57,1270.309,170.262,,392.822,,90.192,
J216,Non_Syrphid_Diptera,58,1237.425,148.165,,426.230,,,
J209,Non_Syrphid_Diptera,59,1209.297,167.048,,486.055,,,
H276,Non_Syrphid_Diptera,60,962.601,387.186,,996.452,,,
H275,Non_Syrphid_Diptera,61,1227.000,375.012,,912.242,,263.321,
L109,Non_Syrphid_Diptera,62,1234.006,128.505,,489.049,,144.006,
L56,Non_Syrphid_Diptera,63,1200.010,224.863,,546.190,,135.035,
L184,Non_Syrphid_Diptera,64,1182.015,175.345,,635.525,,,
J99,Non_Syrphid_Diptera,65,1183.169,222.020,,812.524,,,
H244,Non_Syrphid_Diptera,66,1147.211,333.338,,1114.168,,,
J31,Non_Syrphid_Diptera,67,1160.016,288.028,,936.547,,,
H274,Non_Syrphid_Diptera,68,1150.002,426.042,,1281.506,,,
H131,Non_Syrphid_Diptera,69,1166.002,422.995,,1221.147,,,
L176,Non_Syrphid_Diptera,70,1134.000,247.061,,812.074,,142.914,
H138,Non_Syrphid_Diptera,71,1185.007,181.995,,648.950,,148.126,
H232,Non_Syrphid_Diptera,72,1148.063,173.833,,662.371,,,
L187,Non_Syrphid_Diptera,73,1138.002,198.091,,600.083,,,
L59,Non_Syrphid_Diptera,74,1142.002,154.871,,454.648,,,
J8,Non_Syrphid_Diptera,75,1158.117,145.839,,480.751,,88.284,
L44,Non_Syrphid_Diptera,76,1167.250,206.243,,613.580,,141.552,
J227,Non_Syrphid_Diptera,77,1142.343,191.167,,586.577,,,
J14,Non_Syrphid_Diptera,78,1137.321,184.694,,664.108,,119.343,
H180,Non_Syrphid_Diptera,79,1148.174,186.132,,557.684,,,
L21,Non_Syrphid_Diptera,80,1155.097,136.132,,452.320,,,
J82,Non_Syrphid_Diptera,81,1161.449,175.285,,495.407,,,
H88,Syrphids,1,1120.000,410.366,,1415.990,,,
J130,Syrphids,2,1134.002,388.186,,1331.152,,,
L95,Syrphids,3,1112.016,282.007,,1012.334,,169.068,
J90,Syrphids,4,1116.065,346.208,,1110.584,,,
J103,Syrphids,5,1165.052,276.065,,912.634,,,
J34,Syrphids,6,1148.141,302.060,,1010.388,,,
J142,Syrphids,7,1128.007,231.311,,837.344,,,
J127,Syrphids,8,1124.064,282.028,,999.050,,174.478,
H92,Syrphids,9,1128.002,298.485,,988.822,,,
J105,Syrphids,10,1116.016,305.198,,944.104,,,
L137,Syrphids,11,1118.088,308.041,,1038.351,,,
L168,Syrphids,12,1132.016,272.265,,908.055,,,
H25,Syrphids,13,1133.011,359.273,,1101.037,,,
J109,Syrphids,14,1172.171,365.855,,1071.605,,,
H237,Syrphids,15,1158.761,302.424,,1002.720,,,
H77,Syrphids,16,1151.595,449.218,,1363.321,,,
J223,Syrphids,17,1160.760,318.402,,940.053,,,
H245,Syrphids,18,1124.545,278.029,,944.305,,,
J218,Syrphids,19,1121.301,300.082,,1020.125,,,
H271,Syrphids,20,1106.723,244.248,,849.132,,,
L208,Syrphids,21,1131.672,203.010,,719.084,,,
L209,Syrphids,22,1116.258,306.026,,921.020,,,
J236,Syrphids,23,1134.933,310.079,,934.393,,,
H135,Syrphids,24,1124.861,192.500,,732.986,,,
J165,Syrphids,25,1127.392,635.196,,1736.166,,,
J152,Syrphids,26,1160.043,660.334,,2161.633,,324.500,
J202,Syrphids,27,1134.298,727.860,,2206.703,,,
J180,Syrphids,28,1120.644,559.201,,1569.000,,197.585,
H235,Syrphids,29,1124.178,560.803,,1413.538,,,
J220,Syrphids,30,1142.086,544.560,,1611.045,,,
L214,Syrphids,31,1122.257,489.331,,1451.981,,,
J181,Syrphids,32,1116.37,462.212,,1523.318,,299.817,
H17,Syrphids,33,1114.404,402.061,,1128.044,,,
J16,Syrphids,34,1138.213,196.763,,872.653,,,
J24,Syrphids,35,1203.015,138.624,,834.240,,,
J70,Syrphids,36,1186.285,201.358,,1038.212,,,
H61,Syrphids,37,1218.002,180.011,,862.026,,,
J93,Syrphids,38,1152.660,188.383,,848.417,,,
H108,Syrphids,39,1134.853,141.032,,729.056,,,
J206,Syrphids,40,1138.344,225.575,,1121.579,,,
H79,Syrphids,41,1149.174,240.533,,1185.151,,,
L192,Syrphids,42,1144.053,240.169,,1136.283,,166.198,
L34,Syrphids,43,1146.028,226.035,,1154.173,,,
J22,Syrphids,44,1164.440,267.172,,1250.075,,,
J171,Syrphids,45,1138.002,557.561,,1442.936,,322.224,
H118,Syrphids,46,1134.086,568.845,,1561.802,,,
H262,Syrphids,47,1127.007,392.674,,1043.551,,273.814,
L43,Syrphids,48,1153.035,606.742,,1572.733,,,
L53,Syrphids,49,1132.044,614.326,,1461.890,,,
L60,Syrphids,50,1404.542,674.090,,1134.000,,248.073,
L96,Syrphids,51,1143.665,661.001,,1428.079,,,
L163,Syrphids,52,1148.141,250.002,,939.307,,,
L167,Syrphids,53,1160.291,367.000,,1189.569,,,
L136,Syrphids,54,1138.703,344.093,,1188.458,,,
J110,Syrphids,55,1172.383,337.148,,1167.015,,,
J46,Syrphids,56,1180.137,294.287,,1033.629,,,
H89,Syrphids,57,1166.247,333.216,,1152.210,,,
J95,Syrphids,58,1168.360,323.155,,1116.145,,,
J241,Syrphids,59,1216.421,204.088,,912.009,,,
J228,Syrphids,60,1132.452,192.375,,861.571,,134.635,
H204,Syrphids,61,1146.175,207.010,,858.524,,,
H148,Syrphids,62,1152.191,186.960,,770.708,,,
L181,Wasps_Butterflies_Beetles,1,1152.062,239.282,,1495.821,,,
H270,Wasps_Butterflies_Beetles,2,1150.000,288.085,,1273.414,,,
H139,Wasps_Butterflies_Beetles,3,1144.063,191.010,,865.563,,,
H87,Wasps_Butterflies_Beetles,4,1148.294,520.035,,2393.083,,,
H155,Wasps_Butterflies_Beetles,5,1146.063,259.000,,700.003,,,
L179,Wasps_Butterflies_Beetles,6,1224.198,287.272,,822.088,,,
L151,Wasps_Butterflies_Beetles,7,1140.112,241.015,,510.158,,,
L106,Wasps_Butterflies_Beetles,8,1178.287,211.009,,557.152,,,
J107,Wasps_Butterflies_Beetles,9,1164.043,435.106,,1481.383,,,
H246,Wasps_Butterflies_Beetles,10,1146.007,428.789,,1437.088,,,
J229,Wasps_Butterflies_Beetles,11,1176.007,433.028,,1568.082,,,
J91,Wasps_Butterflies_Beetles,12,1140.175,459.514,,1696.797,,,
L10,Wasps_Butterflies_Beetles,13,1180.108,405.346,,1521.639,,,
J19,Wasps_Butterflies_Beetles,14,1152.340,425.795,,1594.402,,,
H249,Wasps_Butterflies_Beetles,15,1161.190,403.887,,1417.271,,,
L123,Wasps_Butterflies_Beetles,16,1178.287,343.216,,1234.102,,,
J187,Wasps_Butterflies_Beetles,17,1164.110,354.006,,1192.027,,,
H64,Wasps_Butterflies_Beetles,18,1198.107,380.005,,1186.137,,,
H32,Wasps_Butterflies_Beetles,19,1165.208,355.258,,1117.941,,,
H173,Wasps_Butterflies_Beetles,20,1146.447,218.277,,694.649,,,
H264,Wasps_Butterflies_Beetles,21,1198.121,238.002,,895.647,,,
H236,Wasps_Butterflies_Beetles,22,1178.170,301.007,,1035.168,,,
H182,Wasps_Butterflies_Beetles,23,1142.112,275.029,,871.004,,,
J221,Wasps_Butterflies_Beetles,24,1212.081,314.239,,1216.165,,,
L186,Wasps_Butterflies_Beetles,25,1196.082,262.017,,1042.192,,,
H140,Wasps_Butterflies_Beetles,26,1152.062,193.010,,754.227,,,
L159,Wasps_Butterflies_Beetles,27,1164.084,202.002,,802.122,,,
H219,Wasps_Butterflies_Beetles,28,1188.284,143.671,,592.486,,,
J101,Wasps_Butterflies_Beetles,29,1156.028,235.553,,808.537,,,
L195,Wasps_Butterflies_Beetles,30,1174.027,283.975,,1038.559,,,
H94,Wasps_Butterflies_Beetles,31,1134.028,290.062,,942.578,,,
L157,Wasps_Butterflies_Beetles,32,1172.267,300.326,,1148.564,,,
H149,Wasps_Butterflies_Beetles,33,1170.109,204.519,,767.617,,,
H215,Wasps_Butterflies_Beetles,34,1152.016,305.002,,1113.016,,,
H214,Wasps_Butterflies_Beetles,35,1162.007,259.295,,976.844,,,
L206,Wasps_Butterflies_Beetles,36,1212.469,360.534,,365.657,,,
H193,Wasps_Butterflies_Beetles,37,1156.002,338.813,,1247.158,,,
L152,Wasps_Butterflies_Beetles,38,1170.084,212.191,,788.041,,,
H130,Wasps_Butterflies_Beetles,39,1162.337,376.703,,1320.849,,,
H95,Wasps_Butterflies_Beetles,40,1184.027,324.293,,1118.302,,,
J239,Wasps_Butterflies_Beetles,41,1166.208,300.563,,969.645,,,
L205,Wasps_Butterflies_Beetles,42,1179.061,469.669,,1516.591,,,
H93,Wasps_Butterflies_Beetles,43,1166.208,630.206,,2373.271,,,
J225,Wasps_Butterflies_Beetles,44,1206.537,574.326,,2436.848,,,
L155,Wasps_Butterflies_Beetles,45,1150.085,438.985,,2099.066,,,
H225,Wasps_Butterflies_Beetles,46,1202.240,643.770,,2501.647,,,
L23,Wasps_Butterflies_Beetles,47,1032.039,316.002,,1266.512,,,
J74,Wasps_Butterflies_Beetles,48,1061.086,297.284,,860.595,,595.974,
H81,Wasps_Butterflies_Beetles,49,1028.125,292.246,,1065.154,,,
H34,Wasps_Butterflies_Beetles,50,1068.092,308.026,,382.688,,,
H36,Wasps_Butterflies_Beetles,51,1064.002,180.136,,599.698,,,
H54,Wasps_Butterflies_Beetles,52,1071.135,159.803,,678.476,,,
L87,Wasps_Butterflies_Beetles,53,1076.268,170.144,,614.437,,,
L117,Wasps_Butterflies_Beetles,54,1157.156,232.009,,1068.850,,,
J96,Wasps_Butterflies_Beetles,55,1086.017,354.813,,619.965,,,
H84,Wasps_Butterflies_Beetles,56,1123.299,253.198,,1002.018,,,
J185,Wasps_Butterflies_Beetles,57,1064.543,134.504,,242.167,,,
H102,Wasps_Butterflies_Beetles,58,1094.002,701.924,,1239.178,,,
L154,Wasps_Butterflies_Beetles,59,1128.215,701.704,,1357.509,,,
H132,Wasps_Butterflies_Beetles,60,1110.004,258.496,,992.244,,,
L102,Wasps_Butterflies_Beetles,61,1126.044,147.031,,678.047,,,
H39,Wasps_Butterflies_Beetles,62,1081.004,558.198,,1041.747,,,
H35,Wasps_Butterflies_Beetles,63,1104.181,694.487,,1222.263,,,
H49,Wasps_Butterflies_Beetles,64,1112.218,641.674,,1105.776,,,
J230,Wasps_Butterflies_Beetles,65,1068.047,348.000,,830.347,,,
L119,Wasps_Butterflies_Beetles,66,1097.000,114.000,,432.969,,,
L114,Wasps_Butterflies_Beetles,67,1188.002,188.130,,806.159,,,
H82,Wasps_Butterflies_Beetles,68,1086.066,178.519,,224.289,,,
J94,Wasps_Butterflies_Beetles,69,1072.017,85.475,,375.050,,,
L125,Wasps_Butterflies_Beetles,70,1064.017,232.078,,804.016,,,
J233,Wasps_Butterflies_Beetles,71,1092.375,307.132,,594.054,,,
J98,Wasps_Butterflies_Beetles,72,1084.362,236.008,,468.273,,,
H250,Wasps_Butterflies_Beetles,73,1086.265,529.389,,689.139,,,
J138,Wasps_Butterflies_Beetles,74,1014.282,529.513,,677.702,,,
